uk,ru,count
Кеєр,Кеер,2
Гаяне,Гаянэ,2
Шальєв,Шальев,2
Арустамян,Арустамян,2
Чугуннікова,Чугунникова,2
Кісенко,Кисенко,2
Лозовська,Лозовская,2
Браткова,Браткова,2
Пермякова,Пермякова,2
Неллі,Нелли,2
Мирна,Мирная,2
Кацагорова,Кацагорова,2
Віцентинівна,Вицентинивна,2
Веніаминівна,Вениаминовна,2
Мондриївська,Мондриевская,2
Бабиніна,Бабынина,2
Чернова,Чернова,2
Никита,Никита,2
Олегівна - 2,Олеговна - 2,2
Ступа,ступа,2
Охендовська,Охендовская,2
Ворушилін,Ворушилин,2
Тріана Андріасарі,Триана Андриасари,2
Аніта,Анита,2
Красновська,Красновская,2
Бухарєва,Бухарева,2
Фаловський,Фаловский,2
Андрієвич,Андреевич,2
Перелигіна,Перелыгина,2
Чуркіна,Чуркина,2
Завязун,Завязун,2
Наталля,Наталья,2
Абрамів,Абрамов,2
Абрамів,Абрамив,1
Гришина,Гришина,2
Кожем'якіна,Кожемякина,2
Строга,строгая,2
Кобилінська,Кобылинская,2
Дуль,дуль,2
Таласімова,Таласимова,2
Слободіна,Слободина,2
Єгіна,Егина,2
Данієль,Даниель,2
Олейникова,Олейникова,2
Голяк,голяк,2
Кондель,Кондель,2
Рибакіна,Рыбакина,2
Заполовська,Заполовская,2
Круковська,Круковская,2
Афонівна,Афоновна,2
Оситняжська,Оситняжська,2
Солодкова,Солодкова,2
Таукчи,Таукчы,2
Константіновська,Константиновская,2
Костицька,Костицкая,2
Єлісєєва,Елисеева,2
Дінес,Динес,2
Кірович,Кирович,2
Євсеєв,Евсеев,2
Дрофа,дрофа,2
Гульгун,Гульгун,2
Фівчук,Фивчук,2
Іллінічна,Ильинична,2
Менькова,Менькова,2
Євсєєва,Евсеева,2
Котляр,Котляр,2
Болеславівна,Болеславовна,2
Фурсіна,Фурсина,2
Міхєєва,Михеева,2
Долот,долот,2
Осіяненко,Осияненко,2
Гурамівна,Гурамивна,2
Джіоєва,Джиоева,2
Азарх,Азарх,2
Дирдіна,Дырдина,2
Прокопіївна,Прокопиевна,2
Грєкова,Грекова,2
Костєннікова,Костенникова,2
Ріана,Риана,2
Кіт-Садова,Кит-Садовая,2
Скачкова,Скачкова,2
Садов'юк,Садовьюк,2
Вільович,Вильович,2
Лукіна,Лукина,2
Белошицька,Белошицька,2
Ангела,Ангела,2
Маріуш,Мариуш,2
Діхтярьова,Дихтярева,2
Прібилова,Прибылова,2
Сеніна,Сенина,2
Суха,сухая,2
Ільїна,Ильина,2
Анна Марія,Анна Мария,2
Чорнобай,Чернобай,2
Стаматіна,Стаматина,2
Гребельна,Гребельная,2
Рябікіна,Рябикина,2
Рахубовська,Рахубовская,2
Попова-Завгородня,Попова-Завгородняя,2
Ліпецька,Липецкая,2
Ліпецька,Липецка,1
Єгор Даніель,Егор Даниэль,2
Кісельова,Киселева,2
Кужельний,Кужельный,2
Ватоліна,Ватолина,2
Кристина,Кристина,2
Шлюєв,Шлюев,2
Агата,Агата,2
Андріїв,Андриив,2
Грінь,Гринь,2
Кірієнко-Грінь,Кириенко-Гринь,2
Лозенко,Лозенко,2
Євсікова,ЕВСИКОВА,2
Войтехівна,Войтеховна,2
Мілада,Милада,2
Воронов,Воронов,2
Бернашевська,Бернашевська,2
Чугунников,Чугунников,2
"Гордєєв,",Гордеев,2
"Гордєєв,","Гордеев,",1
Пересічанська,Пересечанская,2
Гавритун,Гавритун,2
Одд,Одд,2
Рулав,Рулава,2
Марк-Міхей,Марк-Михей,2
Портних,Портных,2
Агапова,Агапова,2
Вараксіна,Вараксина,2
Марианна,Марианна,2
Ніколаївна,Николаевна,2
Нелля,Нелля,2
Меланія-Марія,Мелания-Мария,2
Лутковська-Бабич,Лутковская-Бабич,2
Кесар,Кесарь,2
Гашкова,Гашкова,2
Горпинченко,Горпинченко,2
Микитин,Никитин,2
Тягульський,Тягульский,2
Галінська,Галинская,2
Даніелян,Даниелян,2
Сірко-Галущенко,Серо-Галущенко,2
Сірко-Галущенко,Сирко-Галущенко,1
Фружіна,Фружина,2
Домініка,Доминика,2
Дюлівна,Дюливна,2
Радова,Радова,2
Бушуєва,Бушуева,2
Віталієвна,Витальевна,2
Віталієвна,Виталиевна,1
Малець,Малец,2
Книга,книга,2
Енберг,Энберг,2
Балуєва,Балуева,2
Арестова,Арестова,2
Тимик,Тимик,2
Волохова,Волохова,2
Павєл,Павел,2
Павлишина,Павлышина,2
"Олександрівна,",Александровна,2
"Олександрівна,","Александровна,",1
Мущиніна,Мущинина,2
Горьовий,Горьовий,2
Зимовін,Зимовин,2
Акулов,Акулов,2
Корнєва,Корнева,2
Аліса Олександра,Алиса Александра,2
Рясик,Рясик,2
Тагієва (рубан),Тагиева (рубан),2
Едемович,Едемович,2
Нємєтуллаєв,Неметуллаев,2
Ленур,Ленур,2
Парійович,Парийович,2
Іман,Иман,2
Ленур Кизи,Ленур Кызы,2
Нємєтуллаєва,Неметуллаева,2
Алєм-Султан,Алем-Султан,2
Номер,номер,2
Туркіна А. С.,Туркина А. С.,2
